First Name,Last Name,Company,Connection,Email Address,Position
Mina,Raza,IBM,Afraz Siddiqui,mina.raza.2516@example.com,Engineer
Omar,Iqbal,Meta,John Smith,omar.iqbal.2517@example.com,Consultant
Noor,Ahmed,Microsoft,Afraz Siddiqui,noor.ahmed.2518@example.com,Specialist
Zain,Khan,Google,Afraz Siddiqui,zain.khan.2519@example.com,Engineer
Fatima,Ali,HCC,Bilal Butt,fatima.ali.2520@example.com,Intern
Sara,Ahmed,Amazon,Afraz Siddiqui,sara.ahmed.2521@example.com,Intern
Amna,Butt,Adobe,Afraz Siddiqui,amna.butt.2522@example.com,Analyst
Ali,Malik,Apple,Noor Ansari,ali.malik.2523@example.com,Consultant
Fatima,Malik,Apple,Afraz Siddiqui,fatima.malik.2524@example.com,Specialist
Usman,Shah,Tesla,Afraz Siddiqui,usman.shah.2525@example.com,Developer
Noor,Smith,Google,Bilal Smith,noor.smith.2526@example.com,Developer
John,Brown,Microsoft,Afraz Siddiqui,john.brown.2527@example.com,Developer
Ayesha,Malik,Microsoft,Afraz Siddiqui,ayesha.malik.2528@example.com,Analyst
Ali,Javed,Apple,Ayesha Butt,ali.javed.2529@example.com,Specialist
Zara,Zubair,HCC,Afraz Siddiqui,zara.zubair.2530@example.com,Intern
Bilal,Brown,Microsoft,Afraz Siddiqui,bilal.brown.2531@example.com,Consultant
Hassan,Ali,Meta,Ali Javed,hassan.ali.2532@example.com,Developer
Omar,Zubair,Apple,Afraz Siddiqui,omar.zubair.2533@example.com,Intern
Zain,Ali,Amazon,Afraz Siddiqui,zain.ali.2534@example.com,Engineer
Jane,Ansari,Airbnb,Bilal Javed,jane.ansari.2535@example.com,Engineer
Omar,Zubair,Apple,Afraz Siddiqui,omar.zubair.2536@example.com,Intern
Mina,Iqbal,Microsoft,Afraz Siddiqui,mina.iqbal.2537@example.com,Consultant
Hassan,Khan,Apple,Fatima Raza,hassan.khan.2538@example.com,Engineer
Hassan,Qureshi,Microsoft,Afraz Siddiqui,hassan.qureshi.2539@example.com,Specialist
Amna,Iqbal,Tesla,Afraz Siddiqui,amna.iqbal.2540@example.com,Analyst
Ayesha,Butt,Google,Usman Zubair,ayesha.butt.2541@example.com,Specialist
Ali,Raza,Apple,Afraz Siddiqui,ali.raza.2542@example.com,Manager
Bilal,Ahmed,Meta,Afraz Siddiqui,bilal.ahmed.2543@example.com,Intern
Hassan,Ahmed,IBM,Bilal Javed,hassan.ahmed.2544@example.com,Engineer
Ayesha,Zubair,Microsoft,Afraz Siddiqui,ayesha.zubair.2545@example.com,Intern
Fatima,Brown,Meta,Afraz Siddiqui,fatima.brown.2546@example.com,Intern
Mina,Raza,Microsoft,Noor Butt,mina.raza.2547@example.com,Specialist
Noor,Malik,Microsoft,Afraz Siddiqui,noor.malik.2548@example.com,Consultant
Jane,Javed,IBM,Afraz Siddiqui,jane.javed.2549@example.com,Consultant
Bilal,Zubair,Adobe,Fatima Ali,bilal.zubair.2550@example.com,Manager
Sara,Ahmed,Adobe,Afraz Siddiqui,sara.ahmed.2551@example.com,Developer
Ali,Smith,Google,Afraz Siddiqui,ali.smith.2552@example.com,Analyst
Zara,Qureshi,Airbnb,Mina Qureshi,zara.qureshi.2553@example.com,Intern
Bilal,Qureshi,HCC,Afraz Siddiqui,bilal.qureshi.2554@example.com,Consultant
Usman,Zubair,Amazon,Afraz Siddiqui,usman.zubair.2555@example.com,Intern
Bilal,Mirza,HCC,Amna Ahmed,bilal.mirza.2556@example.com,Intern
Zain,Smith,Microsoft,Afraz Siddiqui,zain.smith.2557@example.com,Developer
Sara,Brown,IBM,Afraz Siddiqui,sara.brown.2558@example.com,Developer
Zain,Zubair,Airbnb,Usman Qureshi,zain.zubair.2559@example.com,Engineer
Fatima,Khan,HCC,Afraz Siddiqui,fatima.khan.2560@example.com,Developer
Fatima,Iqbal,IBM,Afraz Siddiqui,fatima.iqbal.2561@example.com,Engineer
Usman,Javed,Microsoft,Mina Iqbal,usman.javed.2562@example.com,Manager
Zain,Qureshi,HCC,Afraz Siddiqui,zain.qureshi.2563@example.com,Developer
Hassan,Khan,HCC,Afraz Siddiqui,hassan.khan.2564@example.com,Engineer
Amna,Ansari,Amazon,Zara Ansari,amna.ansari.2565@example.com,Intern
Sara,Iqbal,Adobe,Afraz Siddiqui,sara.iqbal.2566@example.com,Consultant
Jane,Butt,Meta,Afraz Siddiqui,jane.butt.2567@example.com,Engineer
Mina,Smith,Amazon,Jane Smith,mina.smith.2568@example.com,Consultant
Omar,Malik,Adobe,Afraz Siddiqui,omar.malik.2569@example.com,Specialist
Omar,Raza,IBM,Afraz Siddiqui,omar.raza.2570@example.com,Analyst
Ayesha,Qureshi,Meta,John Butt,ayesha.qureshi.2571@example.com,Specialist
John,Ansari,Adobe,Afraz Siddiqui,john.ansari.2572@example.com,Specialist
Ali,Javed,Apple,Afraz Siddiqui,ali.javed.2573@example.com,Developer
Noor,Smith,Meta,Fatima Shah,noor.smith.2574@example.com,Consultant
Jane,Shah,Microsoft,Afraz Siddiqui,jane.shah.2575@example.com,Consultant
Mina,Mirza,Amazon,Afraz Siddiqui,mina.mirza.2576@example.com,Specialist
Bilal,Malik,HCC,Ayesha Iqbal,bilal.malik.2577@example.com,Consultant
Zara,Mirza,Microsoft,Afraz Siddiqui,zara.mirza.2578@example.com,Manager
Zara,Khan,IBM,Afraz Siddiqui,zara.khan.2579@example.com,Engineer
John,Ahmed,Microsoft,Zain Ahmed,john.ahmed.2580@example.com,Analyst
Zara,Ahmed,HCC,Afraz Siddiqui,zara.ahmed.2581@example.com,Consultant
Noor,Ali,Airbnb,Afraz Siddiqui,noor.ali.2582@example.com,Manager
Bilal,Ahmed,HCC,Jane Khan,bilal.ahmed.2583@example.com,Manager
Zain,Khan,Apple,Afraz Siddiqui,zain.khan.2584@example.com,Intern
Sara,Ali,Meta,Afraz Siddiqui,sara.ali.2585@example.com,Engineer
Usman,Butt,Google,Fatima Khan,usman.butt.2586@example.com,Specialist
Sara,Javed,Microsoft,Afraz Siddiqui,sara.javed.2587@example.com,Developer
Amna,Brown,Amazon,Afraz Siddiqui,amna.brown.2588@example.com,Intern
Ayesha,Malik,Tesla,Ali Iqbal,ayesha.malik.2589@example.com,Specialist
Amna,Iqbal,Microsoft,Afraz Siddiqui,amna.iqbal.2590@example.com,Engineer
Sara,Ahmed,Google,Afraz Siddiqui,sara.ahmed.2591@example.com,Analyst
Hassan,Smith,Amazon,Mina Ali,hassan.smith.2592@example.com,Developer
Ali,Butt,Apple,Afraz Siddiqui,ali.butt.2593@example.com,Intern
Bilal,Butt,Tesla,Afraz Siddiqui,bilal.butt.2594@example.com,Manager
Jane,Raza,Microsoft,Sara Ansari,jane.raza.2595@example.com,Manager
Omar,Butt,Google,Afraz Siddiqui,omar.butt.2596@example.com,Intern
Zara,Ahmed,Microsoft,Afraz Siddiqui,zara.ahmed.2597@example.com,Specialist
Bilal,Ahmed,HCC,Jane Smith,bilal.ahmed.2598@example.com,Specialist
Jane,Malik,Airbnb,Afraz Siddiqui,jane.malik.2599@example.com,Analyst
Omar,Ali,HCC,Afraz Siddiqui,omar.ali.2600@example.com,Specialist
John,Brown,Google,Omar Mirza,john.brown.2601@example.com,Consultant
Sara,Javed,IBM,Afraz Siddiqui,sara.javed.2602@example.com,Developer
Bilal,Ahmed,Amazon,Afraz Siddiqui,bilal.ahmed.2603@example.com,Developer
Jane,Iqbal,Airbnb,Hassan Brown,jane.iqbal.2604@example.com,Developer
John,Malik,Apple,Afraz Siddiqui,john.malik.2605@example.com,Consultant
Fatima,Ahmed,Google,Afraz Siddiqui,fatima.ahmed.2606@example.com,Engineer
Usman,Qureshi,Amazon,Ali Malik,usman.qureshi.2607@example.com,Specialist
Hassan,Qureshi,Tesla,Afraz Siddiqui,hassan.qureshi.2608@example.com,Specialist
Omar,Brown,Meta,Afraz Siddiqui,omar.brown.2609@example.com,Intern
Sara,Qureshi,Google,Omar Khan,sara.qureshi.2610@example.com,Engineer
John,Smith,HCC,Afraz Siddiqui,john.smith.2611@example.com,Analyst
Omar,Zubair,Airbnb,Afraz Siddiqui,omar.zubair.2612@example.com,Developer
Bilal,Zubair,Adobe,Zain Ansari,bilal.zubair.2613@example.com,Intern
John,Malik,Apple,Afraz Siddiqui,john.malik.2614@example.com,Specialist
Zara,Shah,IBM,Afraz Siddiqui,zara.shah.2615@example.com,Consultant
Bilal,Smith,Microsoft,Bilal Mirza,bilal.smith.2616@example.com,Specialist
Sara,Mirza,Meta,Afraz Siddiqui,sara.mirza.2617@example.com,Intern
John,Ali,Microsoft,Afraz Siddiqui,john.ali.2618@example.com,Consultant
Omar,Butt,Google,Bilal Javed,omar.butt.2619@example.com,Specialist
Fatima,Butt,Microsoft,Afraz Siddiqui,fatima.butt.2620@example.com,Specialist
Noor,Ansari,Amazon,Afraz Siddiqui,noor.ansari.2621@example.com,Consultant
Omar,Zubair,Meta,Usman Ahmed,omar.zubair.2622@example.com,Intern
Ali,Mirza,Apple,Afraz Siddiqui,ali.mirza.2623@example.com,Specialist
Bilal,Javed,Adobe,Afraz Siddiqui,bilal.javed.2624@example.com,Manager
Ayesha,Iqbal,Microsoft,Hassan Ahmed,ayesha.iqbal.2625@example.com,Engineer
Mina,Ali,Meta,Afraz Siddiqui,mina.ali.2626@example.com,Manager
Mina,Qureshi,Google,Afraz Siddiqui,mina.qureshi.2627@example.com,Intern
Jane,Javed,Meta,Fatima Ansari,jane.javed.2628@example.com,Analyst
Ali,Ali,IBM,Afraz Siddiqui,ali.ali.2629@example.com,Analyst
Omar,Shah,Microsoft,Afraz Siddiqui,omar.shah.2630@example.com,Analyst
Omar,Ansari,Apple,Ali Mirza,omar.ansari.2631@example.com,Engineer
Ayesha,Butt,Microsoft,Afraz Siddiqui,ayesha.butt.2632@example.com,Developer
Zara,Khan,Adobe,Afraz Siddiqui,zara.khan.2633@example.com,Analyst
Usman,Malik,Tesla,Zara Butt,usman.malik.2634@example.com,Engineer
Noor,Butt,Amazon,Afraz Siddiqui,noor.butt.2635@example.com,Developer
Jane,Butt,Adobe,Afraz Siddiqui,jane.butt.2636@example.com,Developer
Sara,Iqbal,Airbnb,John Mirza,sara.iqbal.2637@example.com,Analyst
Sara,Javed,Meta,Afraz Siddiqui,sara.javed.2638@example.com,Specialist
Ali,Brown,Microsoft,Afraz Siddiqui,ali.brown.2639@example.com,Consultant
Usman,Mirza,Airbnb,Zara Zubair,usman.mirza.2640@example.com,Manager
Omar,Butt,Amazon,Afraz Siddiqui,omar.butt.2641@example.com,Intern
Zara,Iqbal,Tesla,Afraz Siddiqui,zara.iqbal.2642@example.com,Specialist
Omar,Javed,Tesla,Ayesha Qureshi,omar.javed.2643@example.com,Intern
Usman,Ahmed,Google,Afraz Siddiqui,usman.ahmed.2644@example.com,Specialist
Ayesha,Javed,Google,Afraz Siddiqui,ayesha.javed.2645@example.com,Developer
Zain,Javed,IBM,Hassan Brown,zain.javed.2646@example.com,Specialist
Zara,Smith,Amazon,Afraz Siddiqui,zara.smith.2647@example.com,Analyst
Zara,Ahmed,HCC,Afraz Siddiqui,zara.ahmed.2648@example.com,Developer
Ali,Raza,HCC,Jane Zubair,ali.raza.2649@example.com,Consultant
Noor,Khan,Meta,Afraz Siddiqui,noor.khan.2650@example.com,Engineer
Fatima,Raza,Google,Afraz Siddiqui,fatima.raza.2651@example.com,Manager
Ayesha,Raza,IBM,Sara Ali,ayesha.raza.2652@example.com,Consultant
Fatima,Butt,Meta,Afraz Siddiqui,fatima.butt.2653@example.com,Specialist
Amna,Khan,Apple,Afraz Siddiqui,amna.khan.2654@example.com,Consultant
Omar,Ansari,Meta,Zain Mirza,omar.ansari.2655@example.com,Developer
Hassan,Mirza,Microsoft,Afraz Siddiqui,hassan.mirza.2656@example.com,Developer
Amna,Malik,Microsoft,Afraz Siddiqui,amna.malik.2657@example.com,Consultant
Jane,Butt,Google,Hassan Ansari,jane.butt.2658@example.com,Consultant
Noor,Ahmed,Microsoft,Afraz Siddiqui,noor.ahmed.2659@example.com,Developer
Zain,Shah,Amazon,Afraz Siddiqui,zain.shah.2660@example.com,Engineer
John,Brown,Adobe,Zara Zubair,john.brown.2661@example.com,Consultant
Omar,Javed,IBM,Afraz Siddiqui,omar.javed.2662@example.com,Analyst
Ayesha,Brown,Google,Afraz Siddiqui,ayesha.brown.2663@example.com,Analyst
Sara,Ali,IBM,John Javed,sara.ali.2664@example.com,Consultant
Jane,Brown,Adobe,Afraz Siddiqui,jane.brown.2665@example.com,Consultant
Sara,Smith,IBM,Afraz Siddiqui,sara.smith.2666@example.com,Consultant
Zara,Mirza,Meta,Ali Ahmed,zara.mirza.2667@example.com,Manager
Ayesha,Smith,IBM,Afraz Siddiqui,ayesha.smith.2668@example.com,Specialist
Ali,Butt,Airbnb,Afraz Siddiqui,ali.butt.2669@example.com,Engineer
Fatima,Ahmed,IBM,Omar Butt,fatima.ahmed.2670@example.com,Specialist
Amna,Smith,Meta,Afraz Siddiqui,amna.smith.2671@example.com,Manager
Omar,Shah,Amazon,Afraz Siddiqui,omar.shah.2672@example.com,Developer
Jane,Javed,Google,Ali Iqbal,jane.javed.2673@example.com,Analyst
Ali,Khan,Airbnb,Afraz Siddiqui,ali.khan.2674@example.com,Consultant
Noor,Iqbal,Apple,Afraz Siddiqui,noor.iqbal.2675@example.com,Manager
Sara,Mirza,Tesla,Ayesha Butt,sara.mirza.2676@example.com,Developer
Fatima,Shah,Airbnb,Afraz Siddiqui,fatima.shah.2677@example.com,Consultant
Sara,Javed,IBM,Afraz Siddiqui,sara.javed.2678@example.com,Consultant
Zain,Smith,Microsoft,Jane Malik,zain.smith.2679@example.com,Analyst
Ali,Ahmed,HCC,Afraz Siddiqui,ali.ahmed.2680@example.com,Engineer
Ali,Shah,Amazon,Afraz Siddiqui,ali.shah.2681@example.com,Consultant
Bilal,Khan,Tesla,Fatima Ahmed,bilal.khan.2682@example.com,Manager
Jane,Ansari,Amazon,Afraz Siddiqui,jane.ansari.2683@example.com,Manager
Usman,Smith,Tesla,Afraz Siddiqui,usman.smith.2684@example.com,Manager
Amna,Butt,Google,Bilal Zubair,amna.butt.2685@example.com,Consultant
Ayesha,Malik,Google,Afraz Siddiqui,ayesha.malik.2686@example.com,Intern
Zara,Ahmed,Meta,Afraz Siddiqui,zara.ahmed.2687@example.com,Specialist
Usman,Shah,Amazon,Noor Mirza,usman.shah.2688@example.com,Consultant
Usman,Brown,Microsoft,Afraz Siddiqui,usman.brown.2689@example.com,Consultant
Sara,Raza,Apple,Afraz Siddiqui,sara.raza.2690@example.com,Engineer
Noor,Malik,Airbnb,Usman Shah,noor.malik.2691@example.com,Developer
Sara,Ahmed,Amazon,Afraz Siddiqui,sara.ahmed.2692@example.com,Developer
John,Ansari,IBM,Afraz Siddiqui,john.ansari.2693@example.com,Analyst
Amna,Javed,Adobe,Sara Raza,amna.javed.2694@example.com,Analyst
Mina,Zubair,Amazon,Afraz Siddiqui,mina.zubair.2695@example.com,Manager
Zain,Ali,Adobe,Afraz Siddiqui,zain.ali.2696@example.com,Developer
Zain,Raza,HCC,Bilal Shah,zain.raza.2697@example.com,Intern
John,Qureshi,IBM,Afraz Siddiqui,john.qureshi.2698@example.com,Consultant
Jane,Ali,Apple,Afraz Siddiqui,jane.ali.2699@example.com,Consultant
Mina,Iqbal,HCC,Ayesha Brown,mina.iqbal.2700@example.com,Manager
Zara,Malik,Tesla,Afraz Siddiqui,zara.malik.2701@example.com,Specialist
Amna,Zubair,Tesla,Afraz Siddiqui,amna.zubair.2702@example.com,Specialist
Omar,Zubair,Tesla,Ayesha Iqbal,omar.zubair.2703@example.com,Intern
Omar,Butt,Apple,Afraz Siddiqui,omar.butt.2704@example.com,Analyst
Usman,Khan,Google,Afraz Siddiqui,usman.khan.2705@example.com,Manager
Usman,Brown,Google,Noor Shah,usman.brown.2706@example.com,Consultant
Zara,Ahmed,Microsoft,Afraz Siddiqui,zara.ahmed.2707@example.com,Analyst
Mina,Mirza,Apple,Afraz Siddiqui,mina.mirza.2708@example.com,Engineer
Bilal,Khan,Microsoft,Amna Ahmed,bilal.khan.2709@example.com,Manager
Fatima,Brown,Adobe,Afraz Siddiqui,fatima.brown.2710@example.com,Analyst
Amna,Smith,Adobe,Afraz Siddiqui,amna.smith.2711@example.com,Manager
Jane,Raza,IBM,Mina Khan,jane.raza.2712@example.com,Intern
Sara,Malik,HCC,Afraz Siddiqui,sara.malik.2713@example.com,Intern
Usman,Ahmed,IBM,Afraz Siddiqui,usman.ahmed.2714@example.com,Manager
Noor,Brown,Adobe,Amna Ali,noor.brown.2715@example.com,Developer
Ayesha,Zubair,Adobe,Afraz Siddiqui,ayesha.zubair.2716@example.com,Analyst
Amna,Malik,Meta,Afraz Siddiqui,amna.malik.2717@example.com,Specialist
Sara,Ali,Airbnb,Jane Iqbal,sara.ali.2718@example.com,Engineer
John,Javed,Apple,Afraz Siddiqui,john.javed.2719@example.com,Consultant
Ali,Zubair,HCC,Afraz Siddiqui,ali.zubair.2720@example.com,Specialist
Omar,Brown,IBM,Amna Khan,omar.brown.2721@example.com,Intern
Hassan,Qureshi,IBM,Afraz Siddiqui,hassan.qureshi.2722@example.com,Manager
Usman,Iqbal,Apple,Afraz Siddiqui,usman.iqbal.2723@example.com,Manager
Amna,Zubair,Airbnb,Jane Ali,amna.zubair.2724@example.com,Analyst
Ali,Raza,Airbnb,Afraz Siddiqui,ali.raza.2725@example.com,Developer
John,Iqbal,Amazon,Afraz Siddiqui,john.iqbal.2726@example.com,Manager
Jane,Ali,Amazon,Noor Zubair,jane.ali.2727@example.com,Consultant
Noor,Mirza,Google,Afraz Siddiqui,noor.mirza.2728@example.com,Consultant
Mina,Brown,Apple,Afraz Siddiqui,mina.brown.2729@example.com,Specialist
Usman,Ansari,HCC,Amna Butt,usman.ansari.2730@example.com,Consultant
Noor,Mirza,Amazon,Afraz Siddiqui,noor.mirza.2731@example.com,Consultant
Ali,Ansari,IBM,Afraz Siddiqui,ali.ansari.2732@example.com,Analyst
Zara,Smith,IBM,John Ansari,zara.smith.2733@example.com,Consultant
Ayesha,Butt,Tesla,Afraz Siddiqui,ayesha.butt.2734@example.com,Specialist
Zara,Khan,Airbnb,Afraz Siddiqui,zara.khan.2735@example.com,Manager
Mina,Raza,Meta,Omar Butt,mina.raza.2736@example.com,Analyst
Sara,Khan,Tesla,Afraz Siddiqui,sara.khan.2737@example.com,Specialist
Jane,Malik,Google,Afraz Siddiqui,jane.malik.2738@example.com,Specialist
Zain,Iqbal,Tesla,John Mirza,zain.iqbal.2739@example.com,Manager
Mina,Qureshi,Airbnb,Afraz Siddiqui,mina.qureshi.2740@example.com,Consultant
Usman,Ansari,Apple,Afraz Siddiqui,usman.ansari.2741@example.com,Intern
Omar,Zubair,HCC,Jane Qureshi,omar.zubair.2742@example.com,Developer
Zara,Smith,Adobe,Afraz Siddiqui,zara.smith.2743@example.com,Intern
Noor,Zubair,Adobe,Afraz Siddiqui,noor.zubair.2744@example.com,Developer
Zara,Shah,IBM,Ayesha Ali,zara.shah.2745@example.com,Engineer
Jane,Brown,Meta,Afraz Siddiqui,jane.brown.2746@example.com,Manager
Fatima,Qureshi,Google,Afraz Siddiqui,fatima.qureshi.2747@example.com,Consultant
Jane,Malik,Adobe,Amna Iqbal,jane.malik.2748@example.com,Manager
Ayesha,Butt,Microsoft,Afraz Siddiqui,ayesha.butt.2749@example.com,Consultant
Jane,Khan,Google,Afraz Siddiqui,jane.khan.2750@example.com,Engineer
Zain,Qureshi,Microsoft,Omar Brown,zain.qureshi.2751@example.com,Intern
Jane,Ahmed,Google,Afraz Siddiqui,jane.ahmed.2752@example.com,Developer
Amna,Raza,Airbnb,Afraz Siddiqui,amna.raza.2753@example.com,Manager
Jane,Mirza,Meta,Amna Javed,jane.mirza.2754@example.com,Analyst
Fatima,Shah,Google,Afraz Siddiqui,fatima.shah.2755@example.com,Intern
Jane,Khan,Tesla,Afraz Siddiqui,jane.khan.2756@example.com,Manager
John,Butt,HCC,Jane Ali,john.butt.2757@example.com,Consultant
Mina,Iqbal,HCC,Afraz Siddiqui,mina.iqbal.2758@example.com,Specialist
Omar,Khan,IBM,Afraz Siddiqui,omar.khan.2759@example.com,Consultant
Ayesha,Ali,Apple,Ayesha Iqbal,ayesha.ali.2760@example.com,Specialist
Mina,Qureshi,Microsoft,Afraz Siddiqui,mina.qureshi.2761@example.com,Manager
Sara,Butt,Meta,Afraz Siddiqui,sara.butt.2762@example.com,Analyst
Noor,Qureshi,Airbnb,Zain Ahmed,noor.qureshi.2763@example.com,Developer
Sara,Mirza,HCC,Afraz Siddiqui,sara.mirza.2764@example.com,Specialist
John,Iqbal,Amazon,Afraz Siddiqui,john.iqbal.2765@example.com,Specialist
Omar,Javed,Meta,Sara Javed,omar.javed.2766@example.com,Consultant
Ali,Butt,IBM,Afraz Siddiqui,ali.butt.2767@example.com,Specialist
Amna,Zubair,Adobe,Afraz Siddiqui,amna.zubair.2768@example.com,Manager
Ayesha,Zubair,Amazon,Hassan Javed,ayesha.zubair.2769@example.com,Consultant
Jane,Ahmed,HCC,Afraz Siddiqui,jane.ahmed.2770@example.com,Intern
Hassan,Qureshi,IBM,Afraz Siddiqui,hassan.qureshi.2771@example.com,Analyst
Hassan,Qureshi,Amazon,Bilal Zubair,hassan.qureshi.2772@example.com,Consultant
Mina,Malik,Amazon,Afraz Siddiqui,mina.malik.2773@example.com,Engineer
Mina,Ali,Tesla,Afraz Siddiqui,mina.ali.2774@example.com,Analyst
Amna,Ali,Airbnb,Amna Butt,amna.ali.2775@example.com,Consultant
Jane,Ali,Tesla,Afraz Siddiqui,jane.ali.2776@example.com,Consultant
Bilal,Ahmed,Google,Afraz Siddiqui,bilal.ahmed.2777@example.com,Specialist
Mina,Qureshi,IBM,Mina Mirza,mina.qureshi.2778@example.com,Specialist
Omar,Javed,IBM,Afraz Siddiqui,omar.javed.2779@example.com,Engineer
Hassan,Qureshi,Tesla,Afraz Siddiqui,hassan.qureshi.2780@example.com,Intern
Noor,Brown,Adobe,Ali Mirza,noor.brown.2781@example.com,Specialist
Noor,Mirza,Microsoft,Afraz Siddiqui,noor.mirza.2782@example.com,Developer
Noor,Mirza,IBM,Afraz Siddiqui,noor.mirza.2783@example.com,Analyst
Noor,Smith,Google,Mina Qureshi,noor.smith.2784@example.com,Specialist
Bilal,Ali,Apple,Afraz Siddiqui,bilal.ali.2785@example.com,Engineer
Fatima,Mirza,Microsoft,Afraz Siddiqui,fatima.mirza.2786@example.com,Intern
John,Butt,Adobe,Ayesha Qureshi,john.butt.2787@example.com,Consultant
Amna,Ahmed,Adobe,Afraz Siddiqui,amna.ahmed.2788@example.com,Analyst
Bilal,Iqbal,Meta,Afraz Siddiqui,bilal.iqbal.2789@example.com,Manager
Amna,Smith,Amazon,Ayesha Javed,amna.smith.2790@example.com,Engineer
Fatima,Shah,Amazon,Afraz Siddiqui,fatima.shah.2791@example.com,Intern
Zara,Malik,HCC,Afraz Siddiqui,zara.malik.2792@example.com,Consultant
Ali,Raza,IBM,Ayesha Javed,ali.raza.2793@example.com,Manager
John,Ahmed,Meta,Afraz Siddiqui,john.ahmed.2794@example.com,Intern
Amna,Mirza,IBM,Afraz Siddiqui,amna.mirza.2795@example.com,Specialist
Ayesha,Malik,Microsoft,Hassan Raza,ayesha.malik.2796@example.com,Specialist
Jane,Raza,Microsoft,Afraz Siddiqui,jane.raza.2797@example.com,Intern
Fatima,Brown,Apple,Afraz Siddiqui,fatima.brown.2798@example.com,Specialist
Usman,Brown,Microsoft,Noor Khan,usman.brown.2799@example.com,Intern
Hassan,Malik,Tesla,Afraz Siddiqui,hassan.malik.2800@example.com,Engineer
Omar,Ali,Google,Afraz Siddiqui,omar.ali.2801@example.com,Engineer
Amna,Zubair,IBM,Noor Ansari,amna.zubair.2802@example.com,Manager
Noor,Khan,Amazon,Afraz Siddiqui,noor.khan.2803@example.com,Engineer
Hassan,Brown,Adobe,Afraz Siddiqui,hassan.brown.2804@example.com,Consultant
Fatima,Brown,Amazon,Zain Qureshi,fatima.brown.2805@example.com,Intern
Omar,Javed,Adobe,Afraz Siddiqui,omar.javed.2806@example.com,Developer
Sara,Ahmed,Tesla,Afraz Siddiqui,sara.ahmed.2807@example.com,Developer
Jane,Ahmed,IBM,Omar Iqbal,jane.ahmed.2808@example.com,Intern
Noor,Smith,Apple,Afraz Siddiqui,noor.smith.2809@example.com,Manager
Mina,Ahmed,IBM,Afraz Siddiqui,mina.ahmed.2810@example.com,Consultant
Zara,Ansari,Google,Mina Khan,zara.ansari.2811@example.com,Manager
Jane,Raza,Amazon,Afraz Siddiqui,jane.raza.2812@example.com,Consultant
Fatima,Ansari,Google,Afraz Siddiqui,fatima.ansari.2813@example.com,Analyst
Fatima,Javed,Google,Ayesha Khan,fatima.javed.2814@example.com,Intern
Usman,Khan,Microsoft,Afraz Siddiqui,usman.khan.2815@example.com,Specialist
Zara,Iqbal,IBM,Afraz Siddiqui,zara.iqbal.2816@example.com,Specialist
Zain,Khan,Meta,Omar Ali,zain.khan.2817@example.com,Intern
Sara,Shah,Microsoft,Afraz Siddiqui,sara.shah.2818@example.com,Specialist
Jane,Shah,Amazon,Afraz Siddiqui,jane.shah.2819@example.com,Manager
Zara,Ali,Amazon,Jane Qureshi,zara.ali.2820@example.com,Consultant
John,Ali,Microsoft,Afraz Siddiqui,john.ali.2821@example.com,Specialist
Hassan,Mirza,Tesla,Afraz Siddiqui,hassan.mirza.2822@example.com,Manager
Fatima,Qureshi,Microsoft,Zara Butt,fatima.qureshi.2823@example.com,Analyst
Zain,Raza,HCC,Afraz Siddiqui,zain.raza.2824@example.com,Specialist
Zain,Butt,Apple,Afraz Siddiqui,zain.butt.2825@example.com,Specialist
Amna,Shah,IBM,Jane Butt,amna.shah.2826@example.com,Consultant
John,Malik,Amazon,Afraz Siddiqui,john.malik.2827@example.com,Consultant
Usman,Zubair,Microsoft,Afraz Siddiqui,usman.zubair.2828@example.com,Consultant
Ali,Smith,HCC,Fatima Shah,ali.smith.2829@example.com,Specialist
Fatima,Malik,Apple,Afraz Siddiqui,fatima.malik.2830@example.com,Intern
Omar,Javed,IBM,Afraz Siddiqui,omar.javed.2831@example.com,Intern
Fatima,Brown,Apple,Noor Zubair,fatima.brown.2832@example.com,Manager
Omar,Mirza,IBM,Afraz Siddiqui,omar.mirza.2833@example.com,Specialist
Amna,Brown,Google,Afraz Siddiqui,amna.brown.2834@example.com,Developer
Fatima,Mirza,Tesla,Jane Khan,fatima.mirza.2835@example.com,Manager
Zara,Butt,Tesla,Afraz Siddiqui,zara.butt.2836@example.com,Developer
Mina,Khan,HCC,Afraz Siddiqui,mina.khan.2837@example.com,Developer
Hassan,Zubair,Tesla,Bilal Brown,hassan.zubair.2838@example.com,Specialist
Zara,Zubair,Microsoft,Afraz Siddiqui,zara.zubair.2839@example.com,Engineer
Hassan,Brown,Apple,Afraz Siddiqui,hassan.brown.2840@example.com,Consultant
Zara,Iqbal,Tesla,Fatima Javed,zara.iqbal.2841@example.com,Intern
Jane,Mirza,Tesla,Afraz Siddiqui,jane.mirza.2842@example.com,Consultant
Sara,Ali,Meta,Afraz Siddiqui,sara.ali.2843@example.com,Analyst
Mina,Ahmed,Microsoft,John Qureshi,mina.ahmed.2844@example.com,Manager
John,Butt,Apple,Afraz Siddiqui,john.butt.2845@example.com,Analyst
Hassan,Qureshi,HCC,Afraz Siddiqui,hassan.qureshi.2846@example.com,Manager
Usman,Khan,Apple,Jane Qureshi,usman.khan.2847@example.com,Engineer
Fatima,Ahmed,Google,Afraz Siddiqui,fatima.ahmed.2848@example.com,Intern
Hassan,Javed,Adobe,Afraz Siddiqui,hassan.javed.2849@example.com,Analyst
